userId,movieId,rating,timestamp
3,2762,3.5,1298922057
3,2841,4.0,1298861733
3,2858,4.0,1298921825
3,2959,5.0,1298862874
3,3243,3.0,1298861968
3,3510,4.0,1298861633
3,3949,5.0,1298863174
3,5349,3.0,1298923266
3,5669,3.5,1298862672
3,6377,3.0,1298922080
3,7153,2.5,1298921787
3,7361,3.0,1298922065
3,8622,3.5,1298861650
3,8636,3.0,1298932766
3,27369,3.5,1298862555
3,44191,3.5,1298932740
3,48783,4.5,1298862361
3,50068,4.5,1298862467
3,58559,3.0,1298922071
3,84236,4.0,1298922130
4,10,4.0,949810645
4,34,5.0,949919556
4,112,5.0,949810582
4,141,5.0,949919681
4,153,4.0,949811346
4,173,3.0,949811346
4,185,3.0,949920047
4,260,5.0,949779042
4,289,4.0,949778802
4,296,5.0,949895708
4,329,3.0,949810618
4,349,5.0,949810582
4,356,5.0,949919763
4,357,5.0,949919681
4,364,5.0,949949538
4,367,4.0,949895887
4,380,3.0,949810534
4,410,3.0,949919883
4,431,3.0,949895772
4,434,4.0,949810688
4,435,1.0,949920135
4,440,4.0,949919802
4,442,4.0,949920028
4,464,4.0,949811315
4,480,5.0,949810582
4,541,5.0,949779091
4,588,5.0,949949486
4,589,5.0,949919938
4,590,3.0,949810534
4,594,5.0,949949538
4,596,5.0,949949638
4,610,4.0,949982238
4,616,5.0,949949444
4,858,5.0,949779022
4,903,5.0,949919189
4,910,4.0,949919306
4,913,5.0,949919247
4,919,5.0,949949396
4,1011,4.0,949919454
4,1016,4.0,949919322
4,1022,5.0,949949638
4,1028,5.0,949949638
4,1030,5.0,949896377
4,1031,5.0,949896377
4,1032,5.0,949949538
4,1033,5.0,949949638
4,1036,5.0,949896244
4,1073,5.0,949919372
4,1079,5.0,949811523
4,1089,5.0,949895732
4,1097,5.0,949778771
4,1125,5.0,949919399
4,1127,5.0,949896275
4,1136,5.0,949919372
4,1194,5.0,949919419
4,1196,5.0,949779173
4,1197,5.0,949811490
4,1198,5.0,949779173
4,1200,5.0,949896244
4,1206,5.0,949896159
4,1208,5.0,949779173
4,1210,5.0,949778714
4,1213,5.0,949895708
4,1214,5.0,949810261
4,1219,5.0,949779173
4,1220,5.0,949811523
4,1222,5.0,949918693
4,1225,5.0,949779173
4,1230,5.0,949919372
4,1240,5.0,949896244
4,1243,5.0,949919519
4,1257,5.0,949811602
4,1258,5.0,949918743
4,1259,4.0,949811559
4,1265,5.0,949919591
4,1270,5.0,949811523
4,1278,5.0,949919372
4,1282,5.0,949949396
4,1285,4.0,949811559
4,1288,5.0,949811490
4,1291,5.0,949918743
4,1298,4.0,949918927
4,1307,4.0,949811602
4,1332,4.0,949896275
4,1334,5.0,949982274
4,1344,5.0,949919247
4,1356,4.0,949810582
4,1371,4.0,949810302
4,1372,3.0,949920004
4,1374,4.0,949918787
4,1376,3.0,949918904
4,1377,3.0,949810688
4,1380,5.0,949896377
4,1387,5.0,949810261
4,1388,4.0,949810302
4,1396,5.0,949895772
4,1544,3.0,949811230
4,1580,5.0,949919978
4,1663,4.0,949811559
4,1674,5.0,949896244
4,1805,1.0,949895864
4,1858,5.0,949919738
4,1917,4.0,949810688
4,1918,2.0,949895956
4,1953,5.0,949810261
4,1954,5.0,949810261
4,1961,5.0,949918743
4,1967,3.0,949949538
4,1968,5.0,949811559
4,1994,5.0,949896309
4,2000,5.0,949811602
4,2002,3.0,949895907
4,2003,2.0,949918970
4,2005,5.0,949896070
4,2014,4.0,949919454
4,2018,5.0,949778771
4,2020,4.0,949811738
4,2021,4.0,949896114
4,2033,4.0,949982239
4,2034,4.0,949896183
4,2046,5.0,949810618
4,2054,3.0,949896114
4,2064,5.0,949918648
4,2078,5.0,949949444
4,2080,5.0,949919306
4,2081,4.0,949982239
4,2085,5.0,949949444
4,2086,5.0,949896114
4,2087,5.0,949949638
4,2091,5.0,949896183
4,2094,4.0,949920028
4,2096,5.0,949949538
4,2100,5.0,949896114
4,2102,5.0,949949396
4,2105,4.0,949896114
4,2109,5.0,949919399
4,2110,3.0,949896309
4,2114,5.0,949918927
4,2115,5.0,949918994
4,2124,4.0,949919763
4,2140,5.0,949896070
4,2141,4.0,949982239
4,2143,4.0,949896114
4,2144,5.0,949811603
4,2161,5.0,949896070
4,2174,5.0,949896070
4,2193,3.0,949896070
4,2194,5.0,949918764
4,2248,4.0,949811559
4,2263,3.0,949896309
4,2268,5.0,949895772
4,2289,5.0,949919556
4,2348,4.0,949918927
4,2371,4.0,949811603
4,2403,4.0,949918994
4,2406,5.0,949918994
4,2409,4.0,949810302
4,2454,5.0,949982274
4,2467,5.0,949918875
4,2551,4.0,949896275
4,2616,1.0,949895993
4,2628,5.0,949810582
4,2640,5.0,949810261
4,2659,3.0,949918671
4,2683,4.0,949896497
4,2699,4.0,949896497
4,2716,5.0,949811523
4,2723,5.0,949810582
4,2734,4.0,949778714
4,2770,1.0,949896521
4,2788,5.0,949919399
4,2791,5.0,949811490
4,2795,4.0,949811603
4,2797,5.0,949896070
4,2804,5.0,949811738
4,2822,3.0,949811230
4,2867,3.0,949918875
4,2872,5.0,949896114
4,2877,5.0,949896377
4,2902,2.0,949896309
4,2903,1.0,949896309
4,2916,4.0,949810534
4,2918,5.0,949811559
4,2968,5.0,949896070
4,2986,3.0,949896015
4,2987,5.0,949918807
4,2991,5.0,949810261
4,3016,3.0,949896543
4,3034,5.0,949949444
4,3039,4.0,949811559
4,3040,5.0,949919419
4,3060,5.0,949919656
4,3071,4.0,949918715
4,3101,4.0,949896275
4,3104,4.0,949811603
4,3108,5.0,949919738
4,3169,4.0,949918904
4,3208,2.0,949778946
4,3210,4.0,949811523
4,3251,5.0,949918970
4,3255,4.0,949919738
4,3263,3.0,949919845
4,3265,5.0,949895732
4,4006,2.0,949982238
5,3,4.0,1163374957
5,39,4.0,1163374952
5,104,4.0,1163374639
5,141,4.0,1163374242
5,150,4.0,1163374404
5,231,3.5,1163373762
5,277,4.5,1163373208
5,344,3.5,1163373636
5,356,4.0,1163374152
5,364,4.0,1163373752
5,367,4.0,1163373755
5,377,4.0,1163373610
5,440,4.0,1163374477
5,500,4.5,1163373718
5,586,4.0,1163374392
5,588,3.5,1163373551
5,595,4.0,1163374190
5,597,5.0,1163373711
5,788,3.5,1163374993
5,858,2.5,1163373651
5,903,3.5,1163373135
5,919,4.0,1163374286
5,1022,4.0,1163373316
5,1035,5.0,1163373103
5,1193,3.0,1163374173
5,1221,2.5,1163374239
5,1247,4.0,1163374582
5,1307,4.0,1163374495
5,1380,5.0,1163373044
5,1393,3.5,1163374165
5,1485,4.5,1163374608
5,1544,3.5,1163374562
5,1682,4.0,1163374214
5,1721,4.0,1163373744
5,1777,4.0,1163374601
5,1784,4.5,1163374251
5,1923,4.5,1163373726
5,1961,4.0,1163373675
5,1968,4.0,1163374324
5,1997,3.5,1163374593
5,2023,1.5,1163373188
5,2081,5.0,1163373109
5,2273,4.0,1163373276
5,2294,4.0,1163373251
5,2355,3.5,1163374184
5,2424,4.0,1163373193
5,2502,3.5,1163374290
5,2683,4.0,1163373679
5,2694,4.5,1163373293
5,2706,4.0,1163374246
5,2762,3.5,1163373743
5,2770,3.5,1163374947
5,2918,3.5,1163374278
5,2997,3.5,1163374127
5,3114,3.5,1163374263
5,3176,3.5,1163374408
5,3408,4.0,1163374137
5,3753,3.5,1163373148
5,3897,4.5,1163374235
5,3948,3.5,1163374198
5,4014,4.0,1163373273
5,4018,4.0,1163375025
5,4022,3.5,1163373696
5,4025,4.5,1163375145
5,4306,3.5,1163374103
5,4308,3.5,1163374354
5,4447,4.5,1163375033
5,4718,3.5,1163375131
5,4963,3.0,1163373548
5,4995,4.5,1163373616
5,5266,3.5,1163374995
5,5299,4.5,1163373299
5,5349,4.5,1163373606
5,5464,4.0,1163374443
5,5669,3.5,1163374206
5,5679,4.5,1163374389
5,5816,3.0,1163373688
5,5995,4.0,1163374533
5,6218,3.5,1163374491
5,6373,4.0,1163374572
5,6377,4.0,1163373626
5,6502,4.0,1163374455
5,6711,2.5,1163373238
5,6942,4.0,1163374511
5,8376,4.0,1163374742
5,8464,4.0,1163374381
5,8622,3.5,1163374118
5,8636,4.5,1163373593
5,8644,4.0,1163374426
5,30707,4.5,1163374340
5,30749,4.5,1163374702
5,30793,3.5,1163374177
5,33166,5.0,1163374211
5,33679,4.0,1163374517
5,34162,4.5,1163374227
5,35836,4.0,1163374275
5,40819,4.5,1163374283
5,41566,4.0,1163374144
5,41569,4.0,1163374167
5,48385,4.5,1163374357
6,111,4.0,1109258212
6,158,2.0,1108134263
6,173,2.0,1109258228
6,293,5.0,1108134539
6,596,4.0,1108134269
6,903,4.0,1108134299
6,1204,5.0,1108134266
6,1250,4.5,1108134284
6,1259,4.5,1109258196
6,1276,4.5,1108134309
6,1285,4.5,1108134339
6,1358,2.0,1109258181
6,1639,2.0,1109258179
6,1687,2.0,1109258281
6,1747,2.0,1109258194
6,1876,0.5,1108134334
6,1909,3.0,1108134344
6,2001,3.0,1108134289
6,2019,4.0,1109258270
6,2072,4.0,1109258285
6,2174,4.0,1109258175
6,2502,3.5,1108134291
6,2528,3.0,1109258245
6,2529,4.0,1108134293
6,2571,1.0,1109258202
6,2657,2.0,1108134271
6,2692,4.0,1108134274
6,2723,3.0,1109258257
6,2761,4.5,1108134545
6,2890,3.0,1109258199
6,3052,1.0,1108134337
6,3114,4.0,1109258183
6,3300,3.5,1109258250
6,3751,1.5,1109258190
6,4641,1.5,1109258217
6,4975,1.5,1109258226
6,5952,5.0,1108134311
6,7090,3.0,1108134534
6,7153,5.0,1108134519
6,7361,4.0,1108134524
6,8368,3.5,1108134526
6,8636,4.0,1108134537
6,8784,3.0,1108134531
6,8874,4.5,1108134521
7,1,3.0,851866703
7,10,3.0,851869035
7,21,3.0,851867289
7,31,3.0,851868750
